Round,nodes alive,sent,avg energy,max energy,min energy
2980,0,0,0.987601,0.997075,0.676175
2985,0,0,0.987580,0.997070,0.675627
2990,0,0,0.987560,0.997066,0.675078
2995,0,0,0.987538,0.997061,0.674636
3000,0,0,0.987517,0.997057,0.674087
3005,0,0,0.987496,0.997053,0.673531
3010,0,0,0.987475,0.997048,0.672979
3015,0,0,0.987454,0.997044,0.672433
3020,0,0,0.987433,0.997040,0.671996
3025,0,0,0.987412,0.997037,0.671448
3030,0,0,0.987392,0.997032,0.670899
3035,0,0,0.987371,0.997027,0.670349
3040,0,0,0.987350,0.997023,0.669804
3045,0,0,0.987329,0.997018,0.669361
3050,0,0,0.987309,0.997011,0.668814
3055,0,0,0.987288,0.997007,0.668265
3060,0,0,0.987268,0.997002,0.667713
3065,0,0,0.987247,0.996996,0.667165
3070,0,0,0.987228,0.996992,0.666622
3075,0,0,0.987207,0.996986,0.666190
3080,0,0,0.987185,0.996983,0.665635
3085,0,0,0.987165,0.996979,0.665086
3090,0,0,0.987144,0.996975,0.664539
3095,0,0,0.987123,0.996970,0.663984
3100,0,0,0.987101,0.996965,0.663541
3105,0,0,0.987080,0.996961,0.662989
3110,0,0,0.987059,0.996956,0.662440
3115,0,0,0.987039,0.996952,0.661893
3120,0,0,0.987018,0.996946,0.661343
3125,0,0,0.986998,0.996941,0.660794
3130,0,0,0.986977,0.996935,0.660249
3135,0,0,0.986956,0.996929,0.659696
3140,0,0,0.986934,0.996925,0.659251
3145,0,0,0.986913,0.996920,0.658696
3150,0,0,0.986893,0.996916,0.658151
3155,0,0,0.986872,0.996912,0.657600
3160,0,0,0.986850,0.996908,0.657155
3165,0,0,0.986830,0.996904,0.656614
3170,0,0,0.986810,0.996898,0.656067
3175,0,0,0.986791,0.996894,0.655526
3180,0,0,0.986769,0.996890,0.655083
3185,0,0,0.986749,0.996885,0.654534
