Round,nodes alive,sent,avg energy,max energy,min energy
5820,0,0,0.950454,0.990687,0.000000
5830,0,0,0.950378,0.990663,0.000000
5840,0,0,0.950304,0.990640,0.000000
5850,0,0,0.950228,0.990617,0.000000
5860,0,0,0.950153,0.990593,0.000000
5870,0,0,0.950078,0.990570,0.000000
5880,0,0,0.950003,0.990547,0.000000
5890,0,0,0.949927,0.990524,0.000000
5900,0,0,0.949852,0.990500,0.000000
5910,0,0,0.949776,0.990477,0.000000
5920,0,0,0.949702,0.990454,0.000000
5930,0,0,0.949626,0.990430,0.000000
5940,0,0,0.949550,0.990407,0.000000
5950,0,0,0.949475,0.990384,0.000000
5960,0,0,0.949399,0.990361,0.000000
5970,0,0,0.949325,0.990337,0.000000
5980,0,0,0.949249,0.990314,0.000000
5990,0,0,0.949174,0.990291,0.000000
6000,0,0,0.949098,0.990267,0.000000
6010,0,0,0.949024,0.990244,0.000000
6020,0,0,0.948948,0.990221,0.000000
6030,0,0,0.948872,0.990198,0.000000
6040,0,0,0.948797,0.990174,0.000000
6050,0,0,0.948721,0.990151,0.000000
6060,0,0,0.948647,0.990128,0.000000
6070,0,0,0.948571,0.990104,0.000000
6080,0,0,0.948496,0.990081,0.000000
6090,0,0,0.948420,0.990058,0.000000
6100,0,0,0.948344,0.990034,0.000000
6110,0,0,0.948269,0.990011,0.000000
6120,0,0,0.948193,0.989988,0.000000
6130,0,0,0.948119,0.989965,0.000000
6140,0,0,0.948043,0.989941,0.000000
6150,0,0,0.947969,0.989918,0.000000
6160,0,0,0.947892,0.989895,0.000000
6170,0,0,0.947818,0.989871,0.000000
6180,0,0,0.947742,0.989848,0.000000
6190,0,0,0.947667,0.989825,0.000000
6200,0,0,0.947592,0.989802,0.000000
6210,0,0,0.947515,0.989778,0.000000
6220,0,0,0.947441,0.989755,0.000000
6230,0,0,0.947365,0.989732,0.000000
6240,0,0,0.947290,0.989708,0.000000
6250,0,0,0.947214,0.989685,0.000000
6260,0,0,0.947140,0.989662,0.000000
